ID;Identifiant Autolib';Rue;Code postal;Ville;Coordonnées geo;Emplacement;Autolib';Tiers;Abri
75105-04;Paris/Saint Jacques/133;133 rue Saint Jacques;75005;Paris;48.8469, 2.343399;Voirie;4;1;0
75105-16;Paris/Saint-Jacques/221;221 rue Saint-Jacques;75005;Paris;48.8438007, 2.341924;Voirie;4;0;0
75105-20;Paris/Monge/99;99 Rue Monge;75005;Paris;48.8410649, 2.352048;Voirie;4;1;0
75105-22;Paris/Henri Barbusse/25;25 rue Henri Barbusse;75005;Paris;48.8414353, 2.3389935;Voirie;4;0;0
75106-04;Paris/Bérite/3;3 rue de Bérite;75006;Paris;48.847875, 2.3239783;Voirie;4;0;0
75106-11;Paris/Michelet/6;6 rue Michelet;75006;Paris;48.8425631, 2.3363896;Voirie;4;1;0
75107-01;Paris/Cognacq Jay/20;20 Rue Cognacq Jay;75007;Paris;48.8618934, 2.3029282;Voirie;4;0;0
75107-07;Paris/Grenelle/152;152 Rue de Grenelle;75007;Paris;48.85806, 2.310588;Voirie;4;1;0
75107-11;Paris/Invalides/32;32 boulevard des Invalides;75007;Paris;48.85206, 2.314345;Voirie;4;0;0
75107-22;Paris/Saint-Germain/188;188 boulevard Saint-Germain;75007;Paris;48.85461, 2.329982;Voirie;4;0;0
75108-06;Paris/Matignon/2;2 avenue Matignon;75008;Paris;48.87006, 2.312597;Voirie;4;0;0
75108-10;Paris/Dutuit/1;1 avenue Dutuit;75008;Paris;48.8662011, 2.3156932;Voirie;4;1;0
75108-12;Paris/Malesherbes/7;7 boulevard Malesherbes;75008;Paris;48.870601, 2.3226488;Voirie;4;1;0
75108-15;Paris/Saint-Honoré/422;422 Rue Saint-Honoré;75008;Paris;48.8683003, 2.3237257;Voirie;4;0;0
75109-02;Paris/Madeleine/8;8 Boulevard de la Madeleine;75009;Paris;48.8699421, 2.32731;Voirie;4;1;0
75110-06;Paris/Villette/55;55 boulevard de la Villette;75010;Paris;48.8758773, 2.3724186;Voirie;4;1;0
75110-17;Paris/Claude Vellefaux/3;3 avenue Claude Vellefaux;75010;Paris;48.8740623, 2.3703034;Voirie;4;1;0
75110-30;Paris/Rocroy/15;15 rue Rocroy;75010;Paris;48.879791, 2.350855;Voirie;4;1;0
75110-33;Paris/Poissonnière/64;64 rue du Faubourg Poissonnière;75010;Paris;48.87517, 2.348162;Voirie;4;0;0
75111-04;Paris/Ledru Rollin/104;104 avenue Ledru Rollin;75011;Paris;48.85189, 2.376434;Voirie;4;1;0
75111-15;Paris/République/36;36 avenue de la République;75011;Paris;48.8656694, 2.3721102;Voirie;4;0;0
75111-17;Paris/République/128;128 avenue de la République;75011;Paris;48.8629398, 2.386178;Voirie;4;1;0
75111-24;Paris/Taillebourg/2;2 Avenue de Taillebourg;75011;Paris;48.84948, 2.397761;Voirie;4;0;0
75111-27;Paris/Voltaire/106;106 Boulevard Voltaire;75011;Paris;48.8592806, 2.3773563;Voirie;4;1;1
75111-29;Paris/Richard Lenoir/63;63 Boulevard Richard Lenoir;75011;Paris;48.86023, 2.3719914;Voirie;4;0;0
75111-33;Paris/Saint-Maur/36;36 rue Saint-Maur;75011;Paris;48.8615346, 2.3809277;Voirie;4;0;0
75112-13;Paris/Rapée/46;46 quai de la Rapée;75012;Paris;48.8419525, 2.3728276;Voirie;4;0;0
75112-14;Paris/Lyon/19;19 Rue de Lyon;75012;Paris;48.8472143, 2.3717355;Voirie;4;0;0
75112-15;Paris/Saint-Antoine/238;238 Rue du Faubourg Saint-Antoine;75012;Paris;48.8493367, 2.3895684;Voirie;4;1;0
75112-25;Paris/Reuilly/116;116 rue de Reuilly;75012;Paris;48.840277, 2.3946269;Voirie;4;1;0
75112-34;Paris/Picpus/122;122 ter Rue de Picpus;75012;Paris;48.8373149, 2.4022445;Voirie;4;1;0
75113-03;Paris/Paulin Enfert/6;6 rue Paulin Enfert;75013;Paris;48.8186561, 2.3623864;Voirie;4;1;0
75113-05;Paris/Auguste Blanqui/120;120 boulevard Auguste Blanqui;75013;Paris;48.83164, 2.342243;Voirie;4;1;0
75113-06;Paris/Rungis/2;2 Rue de Rungis;75013;Paris;48.82195, 2.345853;Voirie;4;0;0
75113-08;Paris/Tolbiac/245;245 rue de Tolbiac;75013;Paris;48.8262319, 2.3424498;Voirie;4;1;0
75113-31;Paris/Chevaleret/131;131 rue du Chevaleret;75013;Paris;48.8317344, 2.3728943;Voirie;4;1;0
75113-35;Paris/Jean Delay/1;Place Jean Delay;75013;Paris;48.823196, 2.354218;Voirie;4;1;0
75114-01;Paris/25 Août 1944/8;8 Place du 25 Août 1944;75014;Paris;48.822183, 2.3248774;Voirie;4;0;0
75114-14;Paris/Froideveaux/71;71 rue Froideveaux;75014;Paris;48.8370573, 2.3245391;Voirie;4;0;0
75114-17;Paris/Leclerc/101;101 Avenue du Général Leclerc;75014;Paris;48.8256986, 2.3263394;Voirie;4;1;0
75114-18;Paris/Georges Lafenestre/11;11 avenue Georges Lafenestre;75014;Paris;48.8254486, 2.3117069;Voirie;4;1;0
75114-21;Paris/Sibelle/29;29 avenue de la Sibelle;75014;Paris;48.8249705, 2.3382509;Voirie;4;0;0
75114-25;Paris/Catalogne/2;2 Place de Catalogne;75014;Paris;48.8367951, 2.3186569;Voirie;4;1;1
75114-29;Paris/Porte de Montrouge/8;8 Avenue de la Porte de Montrouge;75014;Paris;48.8230593, 2.322823;Voirie;4;1;0
75115-05;Paris/Grenelle/139;139 boulevard de Grenelle;75015;Paris;48.8483434, 2.3010296;Voirie;4;0;0
75115-12;Paris/Émile Zola/65;65 Avenue Émile Zola;75015;Paris;48.8467033, 2.2844167;Voirie;4;0;0
75115-16;Paris/Vaugirard/20;20 Boulevard de Vaugirard;75015;Paris;48.8415895, 2.3183413;Voirie;4;0;0
75115-18;Paris/Houdart de Lamotte/2;2 Rue Houdart de Lamotte;75015;Paris;48.8406886, 2.2876391;Voirie;4;1;0
75115-19;Paris/Lecourbe/178;178 Rue Lecourbe;75015;Paris;48.8412037, 2.2977543;Voirie;4;1;0
75115-20;Paris/Miollis/21;21 rue Miollis;75015;Paris;48.8458068, 2.3038076;Voirie;4;1;0
75115-33;Paris/Émile Zola/143;143 Avenue Émile Zola;75015;Paris;48.8471694, 2.2953347;Voirie;4;0;0
75115-41;Paris/Finlay/43;43 rue du Docteur Finlay;75015;Paris;48.8512259, 2.2912934;Voirie;4;0;0
75115-45;Paris/Suffren/44;44 Avenue de Suffren;75015;Paris;48.8539296, 2.2964095;Voirie;4;0;0
75116-06;Paris/Grande Armée/81;81 avenue de la Grande Armée;75016;Paris;48.87683, 2.284882;Voirie;4;1;0
75116-09;Paris/Raymond Poincaré/51;51 avenue Raymond Poincaré;75016;Paris;48.8669712, 2.2858795;Voirie;4;1;0
75116-10;Paris/Kléber/89;89 avenue Kléber;75016;Paris;48.8639711, 2.2880679;Voirie;4;0;0
75116-11;Paris/Pierre 1er de Serbie/33;33 Avenue Pierre 1er de Serbie;75016;Paris;48.8673767, 2.2988559;Voirie;4;0;0
75116-15;Paris/Pétrarque/2;2 rue Pétrarque;75016;Paris;48.8612923, 2.28423;Voirie;4;1;0
75116-19;Paris/Ranelagh/33;33 Rue du Ranelagh;75016;Paris;48.8538134, 2.2768772;Voirie;4;1;0
75116-21;Paris/Delessert/23;23 Boulevard Delessert;75016;Paris;48.8585701, 2.2851211;Voirie;4;0;0
75116-23;Paris/Jean de la Fontaine/77;77 Rue Jean de la Fontaine;75016;Paris;48.8487919, 2.2661693;Voirie;4;0;0
75117-03;Paris/Navier/1;1 Rue Navier;75017;Paris;48.8955462, 2.3282817;Voirie;4;1;0
75117-09;Paris/Jouffroy d'Abbans/14;14 rue Jouffroy d'Abbans;75017;Paris;48.88676, 2.311893;Voirie;4;0;0
75117-16;Paris/Villiers/46;46 Avenue de Villiers;75017;Paris;48.8832876, 2.3080623;Voirie;4;0;0
75117-37;Paris/Legendre/22;22 bis rue Legendre;75017;Paris;48.8832659, 2.3127515;Voirie;4;0;0
75117-42;Paris/Ternes/6;6 avenue des Ternes;75017;Paris;48.8782587, 2.2967633;Voirie;4;0;0
75117-43;Paris/Saint Ouen/67;67 avenue de Saint Ouen;75017;Paris;48.8920729, 2.32707;Voirie;4;0;0
75118-01;Paris/Henri Huchard/48;48 Rue Henri Huchard;75018;Paris;48.89919, 2.330375;Voirie;4;0;0
75118-30;Paris/Ordener/1;1 Rue Ordener;75018;Paris;48.890234, 2.359843;Voirie;4;0;0
75118-43;Paris/Henry Brisson/5;5 Rue Henry Brisson;75018;Paris;48.8984293, 2.3347923;Voirie;4;1;0
75118-44;Paris/Charles Hermite/52;52 rue Charles Hermite;75018;Paris;48.8990509, 2.3649827;Voirie;4;1;0
75119-03;Paris/Mathis/35;35 rue Mathis;75019;Paris;48.8911334, 2.3725951;Voirie;4;0;0
75119-11;Paris/Manin/69;69 Rue Manin;75019;Paris;48.8821153, 2.3814316;Voirie;4;0;0
75119-17;Paris/David d'Angers/54;54 Rue David d'Angers;75019;Paris;48.8817709, 2.3938462;Voirie;4;0;0
75119-18;Paris/Mathurin Moreau/6;6 avenue Mathurin Moreau;75019;Paris;48.87808, 2.371484;Voirie;4;1;1
75119-20;Paris/Meurthe/1;1 Rue de la Meurthe;75019;Paris;48.8893057, 2.3835673;Voirie;4;1;0
75119-22;Paris/Botzaris/76;76 rue Botzaris;75019;Paris;48.8794816, 2.388647;Voirie;4;0;0
75119-34;Paris/Flandre/169;169 avenue de Flandre;75019;Paris;48.894, 2.380947;Voirie;4;1;1
75119-35;Paris/Secrétan/44;44 avenue Secrétan;75019;Paris;48.8806038, 2.37444;Voirie;4;1;0
75120-04;Paris/Jean Veber/3;3 rue Jean Veber;75020;Paris;48.8624944, 2.4096676;Voirie;4;0;0
75120-06;Paris/Pyrénées/236;236 Rue des Pyrénées;75020;Paris;48.8674784, 2.3965939;Voirie;4;1;0
75120-11;Paris/Gambetta/1;1 Avenue Gambetta;75020;Paris;48.8632187, 2.388968;Voirie;4;1;0
75120-17;Paris/Pyrénées/137;137 Rue des Pyrénées;75020;Paris;48.85844, 2.402911;Voirie;4;1;1
75120-21;Paris/Pyrénées/89;89 Rue des Pyrénées;75020;Paris;48.854194, 2.405656;Voirie;4;0;0
75120-23;Paris/Vincennes/65;65 cours de Vincennes;75020;Paris;48.8477968, 2.4060203;Voirie;4;1;0
75120-35;Paris/Charonne/52;52 boulevard de Charonne;75020;Paris;48.8518536, 2.3982137;Voirie;4;1;0
92004-01;Asnières-sur-Seine/Sadi Carnot/10;10 Rue Sadi Carnot;92600;Asnières-sur-Seine;48.9100165, 2.2897023;Voirie;6;0;0
92004-12;Asnières-sur-Seine/Robert Lavergne/11;11 rue Robert Lavergne;92600;Asnières-sur-Seine;48.92852, 2.27253;Voirie;6;0;0
92012-07;Boulogne-Billancourt/Abel Gance/6;6 place Abel Gance;92100;Boulogne-Billancourt;48.833663, 2.258714;Voirie;6;0;0
92012-13;Boulogne-Billancourt/Gallieni/114;114 rue Gallieni;92100;Boulogne-Billancourt;48.836581, 2.239424;Voirie;6;0;1
92012-16;Boulogne-Billancourt/Jean Jaurès/245;245 boulevard Jean Jaurès;92100;Boulogne-Billancourt;48.82851, 2.246519;Voirie;6;0;0
92019-05;Châtenay-Malabry/Division Leclerc/215;215 avenue de la Division Leclerc;92290;Châtenay-Malabry;48.7637779, 2.2725155;Voirie;6;0;0
75116-13;Paris/Georges Mandel/42;42 bis avenue Georges Mandel;75016;Paris;48.8639536, 2.2806137;Voirie;4;0;0
75116-33;Paris/Versailles/112;112 Avenue de Versailles;75016;Paris;48.8437929, 2.2698931;Voirie;4;1;0
75116-35;Paris/Iéna/63;63 avenue d'Iéna;75016;Paris;48.8713288, 2.295196;Voirie;4;0;0
75117-14;Paris/Dulong/67;67 Rue Dulong;75017;Paris;48.8863019, 2.3151179;Voirie;4;1;0
75101-05;Paris/Pyramides/12;12 Rue des Pyramides;75001;Paris;48.8648594, 2.3329713;Voirie;4;1;0
75101-06;Paris/Amiral Coligny/2;2 Rue de l'Amiral Coligny;75001;Paris;48.85971, 2.34024;Voirie;4;1;0
75102-15;Paris/Réaumur/116;116 rue Réaumur;75002;Paris;48.86781, 2.34525;Voirie;4;0;0
75102-16;Paris/Louvre/31;31 rue du Louvre;75002;Paris;48.8660947, 2.3433342;Voirie;4;0;0
75103-05;Paris/Perrée/18;18 Rue Perrée;75003;Paris;48.8650901, 2.3609551;Voirie;4;1;0
75103-08;Paris/Filles du Calvaire/19;19 Rue des Filles du Calvaire;75003;Paris;48.8628, 2.3660304;Voirie;4;0;0
75103-11;Paris/Bretagne/51;51 Rue de Bretagne;75003;Paris;48.8635527, 2.3612023;Voirie;4;1;1
75104-02;Paris/Fleurs/23;23 Quai aux Fleurs;75004;Paris;48.8548459, 2.3505278;Voirie;4;1;0
75104-04;Paris/Temple/36;36 rue du Temple;75004;Paris;48.8596689, 2.3542653;Voirie;4;0;0
75104-14;Paris/Nonnains d'Hyères/1;1 rue des Nonnains d'Hyères;75004;Paris;48.85378, 2.358089;Voirie;4;1;0
75104-16;Paris/Neuve Saint-Pierre/2;2 rue Neuve Saint-Pierre;75004;Paris;48.853574, 2.363958;Voirie;4;1;0
75104-PE;Paris/Lobau/4;4 Rue Lobau;75004;Paris;48.8563987, 2.3536857;Parking;0;0;0
75105-03;Paris/Tournelle/21;21 Quai de la Tournelle;75005;Paris;48.850032, 2.3544309;Voirie;4;0;0
75105-06;Paris/Gay-Lussac/66;66 rue Gay-Lussac;75005;Paris;48.8420054, 2.3430684;Voirie;4;1;1
75105-21;Paris/Claude Bernard/16;16 rue Claude Bernard;75005;Paris;48.8397733, 2.3476575;Voirie;4;1;0
75106-06;Paris/Saint Placide/58;58 Rue Saint Placide;75006;Paris;48.8473613, 2.3263246;Voirie;4;1;0
75106-07;Paris/Rennes/105;105 Rue de Rennes;75006;Paris;48.8489613, 2.3287351;Voirie;4;0;0
75106-09;Paris/Joseph Bara/15;15 rue Joseph Bara;75006;Paris;48.84189, 2.333149;Voirie;4;0;0
75106-21;Paris/Mayet/2;2 rue Mayet;75006;Paris;48.8473691, 2.3182091;Voirie;4;0;0
75106-PA;Paris/Rennes/155;155 bis rue de Rennes;75006;Paris;48.8451283, 2.3252355;Parking;6;0;0
75107-08;Paris/Duquesne/26;26 Avenue Duquesne;75007;Paris;48.8511276, 2.3106373;Voirie;4;1;0
75107-12;Paris/Bac/142;142 rue du Bac;75007;Paris;48.8508194, 2.3237968;Voirie;4;1;0
75107-15;Paris/Martignac/2;2 rue de Martignac;75007;Paris;48.8593659, 2.3195393;Voirie;4;1;0
75107-PD;Paris/Joffre/2;2 place Joffre;75007;Paris;48.8538445, 2.3047896;Parking;6;0;0
75108-07;Paris/Saint-Honoré/91;91 Rue du Faubourg Saint-Honoré;75008;Paris;48.872047, 2.3131252;Voirie;4;0;0
75108-11;Paris/Berri/10;10 rue de Berri;75008;Paris;48.8724475, 2.3041662;Voirie;4;1;0
75108-16;Paris/Hoche/31;31 avenue Hoche;75008;Paris;48.8762882, 2.3011232;Voirie;4;0;0
75108-18;Paris/Courcelles/69;69 Rue de Courcelles;75008;Paris;48.878351, 2.3044935;Voirie;4;1;0
75109-04;Paris/Turgot/4;4 rue Turgot;75009;Paris;48.8800786, 2.3455235;Voirie;4;1;0
75109-05;Paris/Clichy/23;23 Boulevard de Clichy;75009;Paris;48.8826, 2.3363;Voirie;4;1;0
75109-24;Paris/Paul Escudier/2;2 rue Paul Escudier;75009;Paris;48.8805732, 2.3317546;Voirie;4;0;0
75109-25;Paris/Montmartre/31;31 Bis Rue du Faubourg Montmartre;75009;Paris;48.8738324, 2.3425629;Voirie;4;0;0
75110-08;Paris/Paradis/28;28 Rue de Paradis;75010;Paris;48.8750753, 2.3523208;Voirie;4;0;0
75110-25;Paris/Metz/6;6 Rue de Metz;75010;Paris;48.87081, 2.354076;Voirie;4;0;0
75110-31;Paris/Richerand/11;11 Avenue Richerand;75010;Paris;48.872657, 2.3665993;Voirie;0;0;0
75111-03;Paris/Philippe Auguste/1;1 avenue Philippe Auguste;75011;Paris;48.8493744, 2.395332;Voirie;4;1;0
75111-07;Paris/Saint-Antoine/199;199 Rue du Faubourg Saint-Antoine;75011;Paris;48.8505136, 2.3823163;Voirie;4;0;1
75111-09;Paris/Voltaire/236;236 Boulevard Voltaire;75011;Paris;48.852023, 2.389719;Voirie;4;1;0
75111-10;Paris/Parmentier/125;125 bis avenue Parmentier;75011;Paris;48.8690795, 2.371679;Voirie;4;1;0
75111-12;Paris/Voltaire/59;59 Boulevard Voltaire;75011;Paris;48.8619069, 2.3735705;Voirie;4;1;0
75111-30;Paris/Richard Lenoir/110;110 Boulevard Richard Lenoir;75011;Paris;48.8640621, 2.3713985;Voirie;4;1;0
75111-36;Paris/Parmentier/62;62 Avenue Parmentier;75011;Paris;48.862875, 2.3765261;Voirie;4;0;0
75112-01;Paris/Saint-Antoine/16;16 Rue du Faubourg Saint-Antoine;75012;Paris;48.8526773, 2.3710901;Voirie;4;1;0
75112-07;Paris/Bastille/20;20 boulevard de la Bastille;75012;Paris;48.84803, 2.3677;Voirie;4;0;0
75112-09;Paris/Crozatier/33;33 rue Crozatier;75012;Paris;48.8470504, 2.3815222;Voirie;4;1;0
75112-18;Paris/Pirogues de Bercy/44;44 Rue des Pirogues de Bercy;75012;Paris;48.8334137, 2.388111;Voirie;4;1;0
75112-19;Paris/Diderot/172;172 boulevard Diderot;75012;Paris;48.8480068, 2.3940643;Voirie;4;1;1
75112-22;Paris/Saint-Mandé/94;94 avenue de Saint-Mandé;75012;Paris;48.8444, 2.407044;Voirie;4;1;0
75112-30;Paris/Charolais/2;2 rue du Charolais;75012;Paris;48.839191, 2.3878529;Voirie;4;1;0
75112-32;Paris/Pommard/7;7 rue de Pommard;75012;Paris;48.8355193, 2.3850356;Voirie;4;0;0
75112-PC;Paris/Picpus/65;65 boulevard de Picpus;75012;Paris;48.8465494, 2.399841;Parking;6;0;0
75113-09;Paris/Charles Moureu/42;42 rue Charles Moureu;75013;Paris;48.82847, 2.361255;Voirie;4;1;0
75113-11;Paris/Berbier du Mets/26;26 rue Berbier du Mets;75013;Paris;48.8356, 2.350015;Voirie;4;0;0
75113-12;Paris/Gouthière/12;12 Rue Gouthière;75013;Paris;48.8204223, 2.3512076;Voirie;4;0;0
75113-13;Paris/Nationale/77;77 Rue Nationale;75013;Paris;48.8268565, 2.3665764;Voirie;4;1;0
75113-14;Paris/Auguste Blanqui/50;50 Boulevard Auguste Blanqui;75013;Paris;48.8299453, 2.3499186;Voirie;4;0;0
75113-15;Paris/Sur Rosalie/4;4 avenue de la Sur Rosalie;75013;Paris;48.83185, 2.354094;Voirie;4;0;0
75113-16;Paris/Tolbiac/189;189 Rue de Tolbiac;75013;Paris;48.8257617, 2.3512073;Voirie;4;0;0
75113-20;Paris/Ivry/3;3 avenue d'Ivry;75013;Paris;48.8216717, 2.3690099;Voirie;4;0;0
75113-24;Paris/Jeanne D'Arc/45;45 rue Jeanne D'Arc;75013;Paris;48.8304583, 2.3672231;Voirie;4;0;0
75113-26;Paris/Hôpital/157;157 Boulevard de L'Hôpital;75013;Paris;48.8332654, 2.3568808;Voirie;4;1;0
75113-29;Paris/Hôpital/47;47 boulevard de l'Hôpital;75013;Paris;48.84019, 2.362478;Voirie;4;0;0
75114-02;Paris/Castagnou/10;10 rue Castagnou;75014;Paris;48.83273, 2.32608;Voirie;4;1;0
75114-05;Paris/Henri Barbusse/66;66 rue Henri Barbusse;75014;Paris;48.83912, 2.337229;Voirie;4;1;0
75114-06;Paris/Maine/78;78 Avenue du Maine;75014;Paris;48.8388247, 2.3221905;Voirie;4;1;1
75114-11;Paris/Départ/23;23 rue du Départ;75014;Paris;48.842173, 2.323305;Voirie;4;1;0
75114-15;Paris/Plantes/56;56 Rue des Plantes;75014;Paris;48.8283698, 2.3216963;Voirie;4;1;0
75114-16;Paris/Alésia/33;33 rue d'Alésia;75014;Paris;48.827687, 2.3330017;Voirie;4;0;0
75114-23;Paris/Arago/85;85 Boulevard Arago;75014;Paris;48.8345527, 2.3361913;Voirie;4;0;0
75114-PD;Paris/Montparnasse/120;120 boulevard du Montparnasse;75014;Paris;48.8418362, 2.3297916;Parking;6;0;0
75115-07;Paris/Gerbert/11;11 rue Gerbert;75015;Paris;48.8395783, 2.2986453;Voirie;4;0;0
75115-08;Paris/Emile Zola/6;6 avenue Emile Zola;75015;Paris;48.846148, 2.278533;Voirie;4;0;0
75115-09;Paris/Héricart/54;54 rue Héricart;75015;Paris;48.8490157, 2.2874011;Voirie;4;0;0
75115-13;Paris/Lourmel/79;79 rue de Lourmel;75015;Paris;48.8451076, 2.287503;Voirie;4;0;0
75115-25;Paris/Vasco de Gama/74;74 rue Vasco de Gama;75015;Paris;48.835427, 2.2851648;Voirie;4;0;0
75115-27;Paris/Olier/15;15 rue Olier;75015;Paris;48.8351985, 2.2914295;Voirie;4;1;0
75115-32;Paris/Convention/171;171 Rue de la Convention;75015;Paris;48.8383125, 2.2943442;Voirie;4;0;0
75115-42;Paris/Maine/4;4 Avenue du Maine;75015;Paris;48.8447061, 2.3198109;Voirie;4;0;0
75115-44;Paris/Suffren/161;161 Avenue de Suffren;75015;Paris;48.845907, 2.309597;Voirie;4;1;0
75115-60;Paris/Suffren/112;112 Avenue de Suffren;75015;Paris;48.848923, 2.3045476;Voirie;4;1;0
75115-PM;Paris/Villa Croix-Nivert/26;26 villa Croix-Nivert;75015;Paris;48.8455506, 2.3012843;Parking;6;0;0
75116-02;Paris/Iéna/24;24 Avenue d'Iéna;75016;Paris;48.8653828, 2.2945784;Voirie;4;0;0
75116-03;Paris/Victor Hugo/60;60 Avenue Victor Hugo;75016;Paris;48.870343, 2.286851;Voirie;4;1;1
75119-07;Paris/Armand Carrel/46;46 rue Armand Carrel;75019;Paris;48.8829, 2.376374;Voirie;4;0;0
75119-13;Paris/Adolphe Mille/8;8 rue Adolphe Mille;75019;Paris;48.888588, 2.3888175;Voirie;4;1;0
75119-29;Paris/Flandre/6;6 avenue de Flandre;75019;Paris;48.8846108, 2.3697594;Voirie;4;1;0
75119-36;Paris/Secrétan/4;4 Avenue Secrétan;75019;Paris;48.8821756, 2.3708912;Voirie;4;0;0
75120-24;Paris/Plaine/25;25 rue de la Plaine;75020;Paris;48.8500605, 2.4019645;Voirie;4;1;0
75120-27;Paris/Pyrénées/231;231 rue des Pyrénées;75020;Paris;48.8638511, 2.3991848;Voirie;4;0;0
75120-32;Paris/Gambetta/19;19 Avenue Gambetta;75020;Paris;48.8638431, 2.3908816;Voirie;4;0;0
75120-34;Paris/Charonne/158;158 boulevard de Charonne;75020;Paris;48.8569151, 2.3941433;Voirie;4;1;0
75120-42;Paris/Belleville/265;265 rue de Belleville;75020;Paris;48.87559, 2.399738;Voirie;4;1;0
75120-43;Paris/Sorbier/14;14 rue Sorbier;75020;Paris;48.867322, 2.3906964;Voirie;4;0;0
92004-05;Asnières-sur-Seine/Jean-Jacques Rousseau/2;2 Rue Jean-Jacques Rousseau;92600;Asnières-sur-Seine;48.9125949, 2.2948209;Voirie;6;0;0
92004-06;Asnières-sur-Seine/Colombes/4;4 rue de Colombes;92600;Asnières-sur-Seine;48.9120069, 2.2863503;Voirie;5;0;0
92004-13;Asnières-sur-Seine/Denfert Rochereau/8;8 Rue Denfert Rochereau;92600;Asnières-sur-Seine;48.9069487, 2.2694015;Voirie;6;0;0
75110-04;Paris/Louis Blanc/67;67 rue Louis Blanc;75010;Paris;48.8837053, 2.3600404;Voirie;4;0;0
75110-05;Paris/La Fayette/143;143 Rue La Fayette;75010;Paris;48.8791341, 2.3560476;Voirie;4;0;0
75110-09;Paris/Grange aux Belles/11;11 Rue de la Grange aux Belles;75010;Paris;48.87383, 2.365097;Voirie;4;0;0
75110-10;Paris/Pierre Chausson/1;1 rue Pierre Chausson;75010;Paris;48.8702567, 2.3600462;Voirie;4;0;0
75110-12;Paris/Château Landon/24;24 rue du Château Landon;75010;Paris;48.8814921, 2.3629571;Voirie;4;1;0
75110-20;Paris/Beaurepaire/31;31 rue Beaurepaire;75010;Paris;48.87119, 2.364206;Voirie;4;1;0
75110-29;Paris/Château Landon/52;52 rue de Château Landon;75010;Paris;48.8836044, 2.3643056;Voirie;4;0;0
75110-32;Paris/Saint-Denis/91;91 rue du Faubourg Saint-Denis;75010;Paris;48.8740698, 2.3551424;Voirie;4;0;0
75111-05;Paris/Voltaire/8;8 Boulevard Voltaire;75011;Paris;48.8657658, 2.3664376;Voirie;4;0;0
75111-08;Paris/Roquette/162;162 rue de la Roquette;75011;Paris;48.8586443, 2.3841089;Voirie;4;1;0
75111-20;Paris/Richard Lenoir/36;36 Boulevard Richard Lenoir;75011;Paris;48.857259, 2.37139;Voirie;4;0;0
75111-25;Paris/Faidherbe/27;27 Rue Faidherbe;75011;Paris;48.8525733, 2.3830368;Voirie;4;1;0
75112-02;Paris/Ledru-Rollin/88;88 Avenue Ledru-Rollin;75012;Paris;48.8506483, 2.3754501;Voirie;4;1;0
75112-05;Paris/Charles Bossut/4;4 Rue Charles Bossut;75012;Paris;48.8431847, 2.3837959;Voirie;4;1;0
75112-11;Paris/Charenton/97;97 Rue de Charenton;75012;Paris;48.8476733, 2.377312;Voirie;4;0;0
75112-29;Paris/Claude Decaen/26;26 rue Claude Decaen;75012;Paris;48.8351899, 2.4002905;Voirie;4;1;0
75113-10;Paris/Vulpian/24;24 Rue Vulpian;75013;Paris;48.8310493, 2.3460584;Voirie;4;1;0
75113-22;Paris/Tolbiac/41;41 rue de Tolbiac;75013;Paris;48.8279725, 2.3721949;Voirie;4;1;0
75113-23;Paris/Eugène Oudiné/51;51 Rue Eugène Oudiné;75013;Paris;48.8250327, 2.3725162;Voirie;4;0;0
75113-25;Paris/Vincent Auriol/143;143 boulevard Vincent Auriol;75013;Paris;48.8328237, 2.3624101;Voirie;4;1;1
75113-28;Paris/Vincent Auriol/81;81 Boulevard Vincent Auriol;75013;Paris;48.8344789, 2.3672062;Voirie;4;1;0
75113-33;Paris/Tolbiac/15;15 bis rue de Tolbiac;75013;Paris;48.8292818, 2.3744385;Voirie;4;0;0
75113-36;Paris/Choisy/188;188 Avenue de Choisy;75013;Paris;48.8303916, 2.356917;Voirie;4;0;0
75113-PL;Paris/Abel Gance/21;21 Rue Abel Gance;75013;Paris;48.8351586, 2.3730473;Parking;6;0;0
75114-03;Paris/Edgar Quinet/2;2 boulevard Edgar Quinet;75014;Paris;48.8395108, 2.3301676;Voirie;4;1;0
75114-22;Paris/René Coty/11;11 rue René Coty;75014;Paris;48.8307703, 2.3338877;Voirie;4;1;0
75114-24;Paris/Arago/99;99 Boulevard Arago;75014;Paris;48.834286, 2.3338533;Voirie;4;0;0
75114-26;Paris/Nicolas Taunay/7;7 rue Nicolas Taunay;75014;Paris;48.8237041, 2.3195528;Voirie;4;0;0
75114-27;Paris/Jourdan/26;26 Boulevard Jourdan;75014;Paris;48.8207604, 2.3370783;Voirie;4;0;0
75114-32;Paris/Port-Royal/97;97 boulevard de Port-Royal;75014;Paris;48.8383124, 2.3408664;Voirie;4;0;0
75115-02;Paris/Grenelle/37;37 quai de Grenelle;75015;Paris;48.8522422, 2.2861675;Voirie;4;0;0
75115-03;Paris/Arrivée/16;16 rue de l'Arrivée;75015;Paris;48.843154, 2.321689;Voirie;4;0;0
75115-04;Paris/Suffren/78;78 avenue de Suffren;75015;Paris;48.851832, 2.2997986;Voirie;4;1;0
75115-15;Paris/Colonel Pierre Avia/1;1 Rue du Colonel Pierre Avia;75015;Paris;48.8325995, 2.2788853;Voirie;4;1;0
75115-21;Paris/Leblanc/19;19 Rue Leblanc;75015;Paris;48.83984, 2.273328;Voirie;4;1;0
